Store,Name,Store Status,Address,City,State,Zip Code,Store Address,Report Date
2835,CVS Pharmacy #8538 / Cedar Falls,A,2302 West First St,Cedar Falls,IA,50613,"2302 West First St
Cedar Falls, IA 50613
(42.540002, -92.473049)",10/01/2016
2836,CVS Pharmacy #8546 / Waterloo,A,205 Franklin St,Waterloo,IA,50703,"205 Franklin St
Waterloo, IA 50703
(42.503373, -92.337304)",10/01/2016
2837,CVS Pharmacy #8544 / Waterloo,A,1825 E San Marnan,Waterloo,IA,50702,"1825 E San Marnan
Waterloo, IA 50702
(42.466956, -92.321632)",10/01/2016
2838,CVS Pharmacy #8658 / Davenport,A,1655 W Kimberly Rd,Davenport,IA,52806,"1655 W Kimberly Rd
Davenport, IA 52806
(41.559969, -90.600088)",10/01/2016
2839,CVS Pharmacy #8659 / Davenport,A,1777 Division St,Davenport,IA,52804,"1777 Division St
Davenport, IA 52804
(41.537792, -90.601105)",10/01/2016
2840,CVS Pharmacy #8633 / Bettendorf,A,2002 Spruce Hills Dr,Bettendorf,IA,52722,"2002 Spruce Hills Dr
Bettendorf, IA 52722
(41.550062, -90.503701)",10/01/2016
2841,CVS Pharmacy #8532 / Cedar Rapids,A,2711 Mt Vernon Rd,Cedar Rapids,IA,52403,"2711 Mt Vernon Rd
Cedar Rapids, IA 52403
(41.976883, -91.627468)",10/01/2016
2843,CVS Pharmacy #8526 / Cedar Rapids,A,4116 Center Pointe Rd,Cedar Rapids,IA,52402,"4116 Center Pointe Rd
Cedar Rapids, IA 52402
(42.020631, -91.665103)",10/01/2016
2844,CVS Pharmacy #8547 / Iowa City,A,2425 Muscatine Ave,Iowa City,IA,52240,"2425 Muscatine Ave
Iowa City, IA 52240
(41.649547, -91.500088)",10/01/2016
2845,CVS Pharmacy #4816 / Council Bluffs,A,545 W Washington St,Council Bluffs,IA,51503,"545 W Washington St
Council Bluffs, IA 51503
(41.263138, -95.850904)",10/01/2016
2846,CVS Pharmacy #8443 / Cedar Rapids,A,3419 16th Ave SW,Cedar Rapids,IA,52404,"3419 16th Ave SW
Cedar Rapids, IA 52404
(41.963516, -91.716615)",10/01/2016
2847,CVS Pharmacy #10032 / Marion,A,"3499, 7th Ave",Marion,IA,52302,"3499, 7th Ave
Marion, IA 52302
(42.035661, -91.575906)",10/01/2016
2848,CVS Pharmacy #10114 / Ankeny,A,104 E First St,Ankeny,IA,50023,"104 E First St
Ankeny, IA 50023
(41.7319, -93.59962)",10/01/2016
2849,CVS Pharmacy #10162 / Des Moines,A,3151 SE 14th St,Des Moines,IA,50320,"3151 SE 14th St
Des Moines, IA 50320
(41.557061, -93.59678)",10/01/2016
2850,CVS / Pharmacy #10161 / Des Moines,A,215 E Euclid Ave,Des Moines,IA,50313,"215 E Euclid Ave
Des Moines, IA 50313
(41.627686, -93.615656)",10/01/2016
2851,CVS / Pharmacy #10282 / Fort Dodge,A,2029 5th Ave South,Fort Dodge,IA,50501,"2029 5th Ave South
Fort Dodge, IA 50501
(42.501169, -94.170324)",10/01/2016
2852,CVS Pharmacy #10329 / Merle Hay,A,2303 Merle Hay Rd,Des Moines,IA,50310,"2303 Merle Hay Rd
Des Moines, IA 50310
(41.615221, -93.697742)",10/01/2016
2853,CVS Pharmacy #10452  /  Ames,A,2420 Lincoln Way,Ames,IA,50014,"2420 Lincoln Way
Ames, IA 50014
(42.022745, -93.649579)",10/01/2016
2854,CVS / Pharmacy #10480 / Urbandale,A,14201 Hickman Rd,Urbandale,IA,50323,"14201 Hickman Rd
Urbandale, IA 50323
(41.614877, -93.817332)",10/01/2016
2954,Dahl's / Ingersoll,I,3425 Ingersoll,Des Moines,IA,50300,"3425 Ingersoll
Des Moines, IA 50300
(41.586313, -93.663337)",10/01/2016
3013,Keith's Foods,A,207 E Locust St,Bloomfield,IA,52537,"207 E Locust St
Bloomfield, IA 52537
(40.752691, -92.412847)",10/01/2016
3041,Shugar's Super Valu / Colfax,A,28 E Howard,Colfax,IA,50054,"28 E Howard
Colfax, IA 50054
(41.677922, -93.244486)",10/01/2016
3045,Britt Food Center,A,8 2nd St NW,Britt,IA,50423,"8 2nd St NW
Britt, IA 50423
(43.098696, -93.801917)",10/01/2016
3054,Mcnally's Super Valu,A,1026 Main,Grinnell,IA,50112,"1026 Main
Grinnell, IA 50112
(41.745726, -92.725772)",10/01/2016
3056,Clarion Super Valu Ii,A,325 Central Ave W,Clarion,IA,50525,"325 Central Ave W
Clarion, IA 50525
(42.731643, -93.735875)",10/01/2016
3065,Montezuma Super Valu,A,201 S Front St,Montezuma,IA,50171,"201 S Front St
Montezuma, IA 50171
(41.584179, -92.527248)",10/01/2016
3162,Nash Finch / Wholesale Food,A,807 Grandview,Muscatine,IA,52761,"807 Grandview
Muscatine, IA 52761
(41.408348, -91.064221)",10/01/2016
3354,Sam's Club 8238 / Davenport,A,3845 Elmore Ave.,Davenport,IA,52807,"3845 Elmore Ave.
Davenport, IA 52807
(41.559731, -90.527081)",10/01/2016
3385,Sam's Club 8162 / Cedar Rapids,A,2605 Blairs Ferry Rd NE,Cedar Rapids,IA,52402,"2605 Blairs Ferry Rd NE
Cedar Rapids, IA 52402
(42.031819, -91.67969)",10/01/2016
3390,Okoboji Avenue Liquor,A,1610 Okoboji Avenue,Milford,IA,51351,"1610 Okoboji Avenue
Milford, IA 51351
(43.331525, -95.149955)",10/01/2016
3393,The Hangout Liquors,A,111 W Main St.,Riceville,IA,50466,"111 W Main St.
Riceville, IA 50466
(43.363838, -92.555178)",10/01/2016
3400,Last Stop Beverage Shop,A,2839 E. UNIVERSITY,Des Moines,IA,50317,"2839 E. UNIVERSITY
Des Moines, IA 50317
(41.600476, -93.561517)",10/01/2016
3403,Econ-o-mart / Columbus Junction,A,103 Walnut St. E,Columbus Junction,IA,52738,"103 Walnut St. E
Columbus Junction, IA 52738
(41.280089, -91.359569)",10/01/2016
3417,Big G Food Store,A,Po Box 261  310 W Dillon,Marengo,IA,52301,"Po Box 261 310 W Dillon
Marengo, IA 52301
",10/01/2016
3420,Sam's Club 6344 / Windsor Heights,A,1101  73RD STREET,Windsor Heights,IA,50311,"1101 73RD STREET
Windsor Heights, IA 50311
(41.598673, -93.718139)",10/01/2016
3437,Scott's Foods,I,1120 SUNSET DRIVE,Norwalk,IA,50211,"1120 SUNSET DRIVE
Norwalk, IA 50211
(41.48003, -93.677957)",10/01/2016
3440,Hawkeye Pantry,I,501 Locust St,Des Moines,IA,50309,"501 Locust St
Des Moines, IA 50309
(41.586991, -93.624104)",10/01/2016
3443,Super Saver Iv,A,1141 N Broadway,Council Bluffs,IA,51503,"1141 N Broadway
Council Bluffs, IA 51503
(41.270882, -95.836507)",10/01/2016
3447,Sam's Club 6432 / Sioux City,A,4201 S. York St.,Sioux City,IA,51106,"4201 S. York St.
Sioux City, IA 51106
(42.43407, -96.37082)",10/01/2016
3451,Barnes Foodland,I,622 10th St,DeWitt,IA,52742,"622 10th St
DeWitt, IA 52742
(41.82514, -90.540112)",10/01/2016
3456,Quick Shop / Clear Lake,A,904 N 8th St,Clear Lake,IA,50428,"904 N 8th St
Clear Lake, IA 50428
(43.142868, -93.378772)",10/01/2016
3461,Hometown Foods / Stuart,A,611 S Division St,Stuart,IA,50250,"611 S Division St
Stuart, IA 50250
(41.503659, -94.318375)",10/01/2016
3465,Hometown Foods / Panora,A,601 E Main,Panora,IA,50216,"601 E Main
Panora, IA 50216
(41.69182, -94.357184)",10/01/2016
3477,Sam's Club 6472 / Council Bluffs,A,3221 Manawa Centre Dr,Council Bluffs,IA,51501,"3221 Manawa Centre Dr
Council Bluffs, IA 51501
(41.225208, -95.847163)",10/01/2016
3484,Jeff's Foods,A,110 W Cedar St,Marcus,IA,51035,"110 W Cedar St
Marcus, IA 51035
(42.825681, -95.808579)",10/01/2016
3488,Bender's Foods,A,400 S Second,Bellevue,IA,52031,"400 S Second
Bellevue, IA 52031
(42.255742, -90.423033)",10/01/2016
3494,Sam's Club 6514 / Waterloo,A,210 East Tower Park Dr,Waterloo,IA,50702,"210 East Tower Park Dr
Waterloo, IA 50702
(42.456374, -92.353103)",10/01/2016
3495,Great Pastimes,A,228 N Main St,Monticello,IA,52310,"228 N Main St
Monticello, IA 52310
(42.24019, -91.183397)",10/01/2016
3514,Karen's Spirits and Wine,A,328  2nd Ave S,Fort Dodge,IA,50501,"328 2nd Ave S
Fort Dodge, IA 50501
(42.502311, -94.192501)",10/01/2016
3521,Ameristar Casino / Council Bluffs,A,2200 River Road,Council Bluffs,IA,51501,"2200 River Road
Council Bluffs, IA 51501
(41.242216, -95.909505)",10/01/2016
3524,Sam's Club 6568 / Ames,A,305 Airport Rd,Ames,IA,50010,"305 Airport Rd
Ames, IA 50010
(42.001123, -93.61365)",10/01/2016
3525,Wines and Spirits,A,106 W 2nd St,Washington,IA,52353,"106 W 2nd St
Washington, IA 52353
(41.300399, -91.692213)",10/01/2016
3528,Super Target T-0804 Mason City,A,3450  4th St SW,Mason City,IA,50401,"3450 4th St SW
Mason City, IA 50401
(43.148345, -93.255618)",10/01/2016
3529,A To Z Liquor and Smoke Shop,I,114 S Second,Cherokee,IA,51012,"114 S Second
Cherokee, IA 51012
(42.749013, -95.55132)",10/01/2016
3540,Super Target T-0533 / Davenport,A,5225 Elmore Ave,Davenport,IA,52807,"5225 Elmore Ave
Davenport, IA 52807
(41.572878, -90.528568)",10/01/2016
3542,Chuck's Sportsmans Beverage,A,244 W 4TH ST,St Ansgar,IA,50472,"244 W 4TH ST
St Ansgar, IA 50472
(43.378499, -92.921298)",10/01/2016
3549,Quicker Liquor Store,A,1414 48th St,Fort Madison,IA,52627,"1414 48th St
Fort Madison, IA 52627
(40.624226, -91.373211)",10/01/2016
3562,Wal-Mart 0797 / W Burlington,A,324 West Agency Rd,West Burlington,IA,52655,"324 West Agency Rd
West Burlington, IA 52655
(40.813119, -91.158456)",10/01/2016
3563,Wal-Mart 0559 / Muscatine,A,3003 North Hwy 61,Muscatine,IA,52761,"3003 North Hwy 61
Muscatine, IA 52761
(41.455288, -91.025917)",10/01/2016
3565,Hartig Drug Store #10,A,701 Mormon Trek Blvd,Iowa City,IA,52246,"701 Mormon Trek Blvd
Iowa City, IA 52246
(41.651959, -91.574026)",10/01/2016
3573,Quik Shop Foods / Four M In,I,405 S MADISON,Ottumwa,IA,52501,"405 S MADISON
Ottumwa, IA 52501
(40.99908, -92.410446)",10/01/2016
3576,Liquor Store / Hartley,A,10  3rd St NW,Hartley,IA,51346,"10 3rd St NW
Hartley, IA 51346
(43.184821, -95.477367)",10/01/2016
3582,Korthouse Liquor,A,107 1st St E,Leon,IA,50144,"107 1st St E
Leon, IA 50144
(40.739507, -93.746447)",10/01/2016
3584,L and M Beverage,A,1011 S Frederick M/a Po Bx 572,Oelwein,IA,50662,"1011 S Frederick M/a Po Bx 572
Oelwein, IA 50662
(42.662974, -91.91357)",10/01/2016
3587,Save A Lot  #482,A,2122 Main St,Keokuk,IA,52632,"2122 Main St
Keokuk, IA 52632
(40.409005, -91.397073)",10/01/2016
3591,Ackley Super Foods,A,526 MAIN ST,Ackley,IA,50601,"526 MAIN ST
Ackley, IA 50601
(42.554158, -93.055225)",10/01/2016
3592,Wal-Mart 0886 / Fort Dodge,A,3036 1st Ave South,Fort Dodge,IA,50501,"3036 1st Ave South
Fort Dodge, IA 50501
(42.505334, -94.153456)",10/01/2016
3606,Scotty's Liquor Store,A,804 G Ave,Grundy Center,IA,50638,"804 G Ave
Grundy Center, IA 50638
(42.361514, -92.774215)",10/01/2016
3611,Logan Super Foods,A,403 E 6th,Logan,IA,51546,"403 E 6th
Logan, IA 51546
(41.644108, -95.786133)",10/01/2016
3612,B and C Liquor / Maquoketa,A,509 E Platt,Maquoketa,IA,52060,"509 E Platt
Maquoketa, IA 52060
(42.06922, -90.661056)",10/01/2016
3618,Wal-Mart 2716 / Cedar Rapids,A,3601 29th Ave SW,Cedar Rapids,IA,52404,"3601 29th Ave SW
Cedar Rapids, IA 52404
(41.949215, -91.718042)",10/01/2016
3621,"Jensen Liquors, Ltd.",A,615  2nd Ave,Sheldon,IA,51201,"615 2nd Ave
Sheldon, IA 51201
(43.184614, -95.854743)",10/01/2016
3622,Wal-Mart 1415 / Spirit Lake,A,2600 Hwy 71,Spirit Lake,IA,51360,"2600 Hwy 71
Spirit Lake, IA 51360
(43.416609, -95.126532)",10/01/2016
3624,Wal-Mart 0748 / Newton,A,300 Iowa Speedway Dr,Newton,IA,50208,"300 Iowa Speedway Dr
Newton, IA 50208
(41.698396, -93.01446)",10/01/2016
3625,Wal-Mart 0892 / Ankeny,A,1002 SE National Dr,Ankeny,IA,50021,"1002 SE National Dr
Ankeny, IA 50021
(41.704864, -93.582151)",10/01/2016
3626,Wal-Mart 2714 / Spencer,A,500  11th St,Spencer,IA,51301,"500 11th St
Spencer, IA 51301
(43.126816, -95.152474)",10/01/2016
3628,Wal-Mart 1528 / Cedar Rapids,A,2645 Blairs Ferry Rd NE,Cedar Rapids,IA,52402,"2645 Blairs Ferry Rd NE
Cedar Rapids, IA 52402
(42.034748, -91.680734)",10/01/2016
3629,Wal-Mart 1965 / Council Bluffs,A,3200 Manawa Dr,Council Bluffs,IA,51503,"3200 Manawa Dr
Council Bluffs, IA 51503
",10/01/2016
3632,Wal-Mart 2004 / Dubuque,A,4200 Dodge St,Dubuque,IA,52003,"4200 Dodge St
Dubuque, IA 52003
(42.489041, -90.736955)",10/01/2016
3635,Clark's Food Mart / Ogden,A,302 West Walnut St,Ogden,IA,50212,"302 West Walnut St
Ogden, IA 50212
(42.039076, -94.031178)",10/01/2016
3644,Wal-Mart 2764 / Altoona,A,3501  8th St SW,Altoona,IA,50009,"3501 8th St SW
Altoona, IA 50009
(41.644196, -93.505593)",10/01/2016
3645,Wal-Mart 1764 / Windsor Heights,A,1001  73rd St,Windsor Heights,IA,50311,"1001 73rd St
Windsor Heights, IA 50311
(41.594758, -93.716953)",10/01/2016
3647,Wal-Mart 2889 / Clinton,A,2715 South 25th St,Clinton,IA,52732,"2715 South 25th St
Clinton, IA 52732
(41.818693, -90.244743)",10/01/2016
3648,Fairbank Food Center,A,102  4th St North Box 434,Fairbank,IA,50629,"102 4th St North Box 434
Fairbank, IA 50629
(42.639631, -92.047352)",10/01/2016
3650,"Spirits, Stogies and Stuff",A,118 South Main St.,Holstein,IA,51025,"118 South Main St.
Holstein, IA 51025
(42.488703, -95.544794)",10/01/2016
3651,Wal-Mart 1491 / Indianola,A,1500 North Jefferson,Indianola,IA,50125,"1500 North Jefferson
Indianola, IA 50125
(41.374094, -93.558423)",10/01/2016
3652,Discount Liquors Of Ida Grove,A,604 W 2nd,Ida Grove,IA,51445,"604 W 2nd
Ida Grove, IA 51445
(42.339635, -95.463043)",10/01/2016
3654,The Beverage Shop / Belmond,A,207 E Main St,Belmond,IA,50421,"207 E Main St
Belmond, IA 50421
(42.845901, -93.615247)",10/01/2016
3655,M and M Liquor Store,I,2763 FLOYD BLVD,Sioux City,IA,51104,"2763 FLOYD BLVD
Sioux City, IA 51104
(42.518725, -96.380931)",10/01/2016
3656,Target Store T-1767 / Ankeny,A,2135 SE Delaware Ave,Ankeny,IA,50021,"2135 SE Delaware Ave
Ankeny, IA 50021
(41.708563, -93.581201)",10/01/2016
3660,Wal-Mart 2935 / Knoxville,A,814 W Bell Ave,Knoxville,IA,50138,"814 W Bell Ave
Knoxville, IA 50138
(41.306201, -93.107957)",10/01/2016
3663,Wal-Mart 1496 / Waterloo,A,1334 Flammang Dr,Waterloo,IA,50702,"1334 Flammang Dr
Waterloo, IA 50702
(42.460238, -92.330801)",10/01/2016
3664,Shade Tree Liquors,A,90 10th St S,Northwood,IA,50459,"90 10th St S
Northwood, IA 50459
(43.443739, -93.218339)",10/01/2016
3666,Target Store T-1771 / Cedar Rapids,A,3400 Edgewood Rd SW,Cedar Rapids,IA,52404,"3400 Edgewood Rd SW
Cedar Rapids, IA 52404
(41.943526, -91.716086)",10/01/2016
3670,Wal-Mart 2827 / Coralville,A,2801 Commerce Dr,Coralville,IA,52241,"2801 Commerce Dr
Coralville, IA 52241
(41.695806, -91.610774)",10/01/2016
3676,T and M Foods,A,107 E Traer,Greene,IA,50636,"107 E Traer
Greene, IA 50636
(42.895871, -92.801913)",10/01/2016
3677,Barb's Service,A,1290 Hwy 18,Everly,IA,51338,"1290 Hwy 18
Everly, IA 51338
(43.183718, -95.329171)",10/01/2016
3678,"Smoke Shop, The",A,1918 SE 14th St,Des Moines,IA,50320,"1918 SE 14th St
Des Moines, IA 50320
(41.570844, -93.597011)",10/01/2016
3679,FRANKLIN STREET FLORAL & GIFT,A,103 Franklin St,Monona,IA,52159,"103 Franklin St
Monona, IA 52159
(43.055133, -91.390767)",10/01/2016
3682,Jumbo's,A,110 E Main St,Wesley,IA,50483,"110 E Main St
Wesley, IA 50483
(43.088185, -93.989798)",10/01/2016
3688,Fredericksburg Food Center,A,100 W Main St,Fredericksburg,IA,50630,"100 W Main St
Fredericksburg, IA 50630
(42.965098, -92.199359)",10/01/2016
3690,Target Store T-1792 / Waterloo,A,1501 E San Marnan,Waterloo,IA,50702,"1501 E San Marnan
Waterloo, IA 50702
(42.464521, -92.325387)",10/01/2016
3691,Target Store T-1791 / Urbandale,A,11148 Plum Dr,Urbandale,IA,50322,"11148 Plum Dr
Urbandale, IA 50322
(41.64653, -93.769789)",10/01/2016
3695,Mrs. B's Liquor,A,623 S Marion St,Remsen,IA,51050,"623 S Marion St
Remsen, IA 51050
(42.808951, -95.977022)",10/01/2016
3696,Wal-Mart 1723 / Des Moines,A,5101 SE 14th St,Des Moines,IA,50315,"5101 SE 14th St
Des Moines, IA 50315
(41.537606, -93.596758)",10/01/2016
3698,Ingersoll Wine Merchants,A,1300  50th St,West Des Moines,IA,50266,"1300 50th St
West Des Moines, IA 50266
(41.590889, -93.771159)",10/01/2016
3700,Avoca Liquor,A,158 South Elm,Avoca,IA,51521,"158 South Elm
Avoca, IA 51521
(41.476306, -95.339412)",10/01/2016
3704,Celtics Beverage Company,A,1122 Broadway,Emmetsburg,IA,50536,"1122 Broadway
Emmetsburg, IA 50536
(43.10937, -94.678807)",10/01/2016
3705,Liquor Locker,A,507 1st Ave #100,Rock Rapids,IA,51246,"507 1st Ave #100
Rock Rapids, IA 51246
(43.431837, -96.171905)",10/01/2016
3707,Target Store T-1768 / Cedar Rapids,A,1030 Blairs Ferry Rd NE,Cedar Rapids,IA,52402,"1030 Blairs Ferry Rd NE
Cedar Rapids, IA 52402
(42.035157, -91.649625)",10/01/2016
3710,New York Dollar Store,A,219 Main St,Columbus Junction,IA,52738,"219 Main St
Columbus Junction, IA 52738
(41.279679, -91.360491)",10/01/2016
3712,Monte Spirits,A,109 N 4th St,Montezuma,IA,50171,"109 N 4th St
Montezuma, IA 50171
(41.585429, -92.523692)",10/01/2016
3713,Wal-Mart 0810 / Mason City,A,4151  4th St SW,Mason City,IA,50401,"4151 4th St SW
Mason City, IA 50401
(43.148239, -93.261648)",10/01/2016
3715,Kimberly Mart / Davenport,A,1714 E Kimberly Rd,Davenport,IA,52807,"1714 E Kimberly Rd
Davenport, IA 52807
(41.556966, -90.550657)",10/01/2016
3717,The Liquor Stop / Sumner,A,201 W 1st St,Sumner,IA,50674,"201 W 1st St
Sumner, IA 50674
(42.847479, -92.099221)",10/01/2016
3719,Wal-Mart 0581 / Marshalltown,A,2802 S Center St,Marshalltown,IA,50158,"2802 S Center St
Marshalltown, IA 50158
(42.011986, -92.912318)",10/01/2016
3721,Wal-Mart 0913 / Decorah,A,1798 Old Stage Rd,Decorah,IA,52101,"1798 Old Stage Rd
Decorah, IA 52101
(43.290048, -91.753125)",10/01/2016
3722,Wal-Mart 1361 / Sioux City,A,3400 Singing Hills Blvd,Sioux City,IA,51106,"3400 Singing Hills Blvd
Sioux City, IA 51106
(42.43609, -96.36432)",10/01/2016
3723,J D Spirits Liquor,A,1023  9th St,Onawa,IA,51040,"1023 9th St
Onawa, IA 51040
(42.025841, -96.095845)",10/01/2016
3726,Wal-Mart 1285 / Ottumwa,A,1940 Venture Dr,Ottumwa,IA,52501,"1940 Venture Dr
Ottumwa, IA 52501
(41.014653, -92.456546)",10/01/2016
3728,Brewski's Beverage,A,726 Creek Top,Council Bluffs,IA,51503,"726 Creek Top
Council Bluffs, IA 51503
(41.262315, -95.854804)",10/01/2016
3731,Wal-Mart 1241 / Davenport,A,5811 Elmore Ave,Davenport,IA,52807,"5811 Elmore Ave
Davenport, IA 52807
(41.580238, -90.528864)",10/01/2016
3732,North Scott Foods,A,425 E Leclaire Rd,Eldridge,IA,52748,"425 E Leclaire Rd
Eldridge, IA 52748
(41.654695, -90.577312)",10/01/2016
3735,C B Liquor,A,1202 A Ave East,Oskaloosa,IA,52577,"1202 A Ave East
Oskaloosa, IA 52577
(41.296286, -92.631487)",10/01/2016
3736,City Lounge,A,414 S 3rd Ave,Villisca,IA,50864,"414 S 3rd Ave
Villisca, IA 50864
(40.928023, -94.977239)",10/01/2016
3738,Hartig Drug Company #4 / Dubuque,A,2225 Central Ave,Dubuque,IA,52001,"2225 Central Ave
Dubuque, IA 52001
(42.513893, -90.671564)",10/01/2016
3740,Hometown Foods / Waterloo,A,1010 E Mitchell Ave,Waterloo,IA,50702,"1010 E Mitchell Ave
Waterloo, IA 50702
(42.476639, -92.343118)",10/01/2016
3742,Wal-Mart 1625 / Lemars,A,1111 Holton Dr,Lemars,IA,51031,"1111 Holton Dr
Lemars, IA 51031
(42.781431, -96.185002)",10/01/2016
3744,Payless Foods / Dyersville,A,733 16th Ave SE,Dyersville,IA,52040,"733 16th Ave SE
Dyersville, IA 52040
(42.470231, -91.115877)",10/01/2016
3747,T-N-T Liquor,I,110 South Main,Sigourney,IA,52591,"110 South Main
Sigourney, IA 52591
(41.333293, -92.205105)",10/01/2016
3749,Wal-Mart 1526 / Storm Lake,A,1831 Lake Ave NW,Storm Lake,IA,50588,"1831 Lake Ave NW
Storm Lake, IA 50588
(42.663904, -95.200739)",10/01/2016
3756,Main Street Liquors / Manning,A,316 Main St,Manning,IA,51455,"316 Main St
Manning, IA 51455
(41.908573, -95.065122)",10/01/2016
3757,Wal-Mart 3590 / Sioux City,A,3101 Floyd Blvd,Sioux City,IA,51108,"3101 Floyd Blvd
Sioux City, IA 51108
(42.529334, -96.373595)",10/01/2016
3762,Wine and Spirits Gallery,A,7690 Hickman Rd,Windsor Heights,IA,50322,"7690 Hickman Rd
Windsor Heights, IA 50322
(41.61467, -93.722451)",10/01/2016
3763,Main Street Liquors / Hawarden,A,911 Central Ave,Hawarden,IA,51023,"911 Central Ave
Hawarden, IA 51023
(42.9961, -96.485189)",10/01/2016
3766,Kolby's Liquor Store,I,419 W MILWAUKEE,New Hampton,IA,50659,"419 W MILWAUKEE
New Hampton, IA 50659
(43.066629, -92.319884)",10/01/2016
3769,Wal-Mart 0753 / Cedar Fall,A,525 Brandilynn Blvd,Cedar Falls,IA,50613,"525 Brandilynn Blvd
Cedar Falls, IA 50613
(42.485042, -92.440394)",10/01/2016
3772,Shop N Save #1 / Mlk Pkwy,A,2127 M L KING JR PKWY,Des Moines,IA,50314,"2127 M L KING JR PKWY
Des Moines, IA 50314
(41.613829, -93.645919)",10/01/2016
3773,Benz Distributing,A,501 7th Ave SE,Cedar Rapids,IA,52401,"501 7th Ave SE
Cedar Rapids, IA 52401
(41.975787, -91.659795)",10/01/2016
3774,Eagle Country Market / Dubuque,A,1800 Elm St,Dubuque,IA,52001,"1800 Elm St
Dubuque, IA 52001
(42.511015, -90.665715)",10/01/2016
3776,Wal-Mart 5115 / Davenport,A,3101 West Kimberly Rd,Davenport,IA,52806,"3101 West Kimberly Rd
Davenport, IA 52806
(41.559251, -90.62129)",10/01/2016
3778,Family Pantry,A,4538 Lower Beaver Rd,Des Moines,IA,50310,"4538 Lower Beaver Rd
Des Moines, IA 50310
(41.638673, -93.665871)",10/01/2016
3779,"Station Wine and Spirits, T",I,2324 N 15TH ST,Fort Dodge,IA,50501,"2324 N 15TH ST
Fort Dodge, IA 50501
(42.529612, -94.177993)",10/01/2016
3782,Bender Foods / Guttenberg,A,619 S Hwy 52,Guttenberg,IA,52052,"619 S Hwy 52
Guttenberg, IA 52052
(42.77964, -91.100489)",10/01/2016
3783,Dyno's Wine and Spirits / Pocahontas,A,14 1/2 E Elm,Pocahontas,IA,50574,"14 1/2 E Elm
Pocahontas, IA 50574
(42.732607, -94.667312)",10/01/2016
3784,Hartig Drug #14 / Independence,A,200  1st St East,Independence,IA,50644,"200 1st St East
Independence, IA 50644
(42.468721, -91.893016)",10/01/2016
3785,Southside Tobacco and Liquor,I,2424 SW 9th St,Des Moines,IA,50315,"2424 SW 9th St
Des Moines, IA 50315
(41.56373, -93.624729)",10/01/2016
3789,Wal-Mart 1393 / Oskaloosa,A,2203 A Avenue West,Oskaloosa,IA,52577,"2203 A Avenue West
Oskaloosa, IA 52577
(41.298516, -92.669924)",10/01/2016
3790,Wal-Mart 0784 / Mt Pleasan,A,1045 N Grand Ave,Mt Pleasant,IA,52641,"1045 N Grand Ave
Mt Pleasant, IA 52641
(40.978416, -91.539034)",10/01/2016
3803,Strawberry Foods and Deli,A,128 W Mission,Strawberry Point,IA,52076,"128 W Mission
Strawberry Point, IA 52076
(42.683739, -91.535782)",10/01/2016
3805,Washington Street Mini Mart,A,1601 Washington St,Davenport,IA,52084,"1601 Washington St
Davenport, IA 52084
(41.535982, -90.596253)",10/01/2016
3806,Target Store T-1901 / Wdm,A,5405 Mills Civic Pkwy,West Des Moines,IA,50266,"5405 Mills Civic Pkwy
West Des Moines, IA 50266
(41.559272, -93.779823)",10/01/2016
3808,Thriftway,A,300  4th St,La Porte City,IA,50651,"300 4th St
La Porte City, IA 50651
(42.315788, -92.189842)",10/01/2016
3811,Wal-Mart 1431 / Keokuk,A,300 North Park Dr,Keokuk,IA,52632,"300 North Park Dr
Keokuk, IA 52632
(40.418589, -91.407263)",10/01/2016
3813,CGI Foods,A,104 North Fillmore,Mount Ayr,IA,50854,"104 North Fillmore
Mount Ayr, IA 50854
(40.714826, -94.238806)",10/01/2016
